"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","26065","0","0","0","0","0","0","141903","141903","0","2897","1336","596"
"1","ALIGN_RAMP","26064","-1","-5.4931640625","-1","-1000","-1000000","160","141904","141904","0","2902","1336","2006"
"2","ALIGN_RAMP","26065","0","0","1","1000","2000000","320","141905","141905","0","2902","1336","1916"
"3","ALIGN_RAMP","26063","-2","-10.986328125","-2","-2000","-3000000","480","141906","141906","0","2902","1336","1826"
"4","ALIGN_RAMP","26065","0","0","2","2000","4000000","640","141907","141907","0","2902","1336","1736"
"5","ALIGN_RAMP","26063","-2","-10.986328125","-2","-2000","-4000000","800","141908","141908","0","2902","1336","1646"
"6","ALIGN_RAMP","26064","-1","-5.4931640625","1","1000","3000000","960","141909","141909","0","2902","1336","1556"
"7","ALIGN_RAMP","26064","-1","-5.4931640625","0","0","-1000000","1120","141910","141910","0","2902","1336","1466"
"8","ALIGN_RAMP","26067","2","10.986328125","3","3000","3000000","1280","141911","141911","0","2902","1336","1376"
"9","ALIGN_RAMP","26065","0","0","-2","-2000","-5000000","1440","141912","141912","0","2902","1336","1286"
"10","ALIGN_RAMP","26063","-2","-10.986328125","-2","-2000","0","1600","141913","141913","0","2902","1336","1196"
"11","ALIGN_RAMP","26061","-4","-21.97265625","-2","-2000","0","1760","141914","141914","0","2902","1336","1106"
"12","ALIGN_RAMP","26064","-1","-5.4931640625","3","3000","5000000","1920","141915","141915","0","2902","1336","1016"
"13","ALIGN_RAMP","26066","1","5.4931640625","2","2000","-1000000","2080","141916","141916","0","2902","1336","926"
"14","ALIGN_RAMP","26064","-1","-5.4931640625","-2","-2000","-4000000","2240","141917","141917","0","2902","1336","836"
"15","ALIGN_RAMP","26065","0","0","1","1000","3000000","2400","141918","141918","0","2902","1336","746"
"16","ALIGN_RAMP","26067","2","10.986328125","2","2000","1000000","2560","141919","141919","0","2902","1336","656"
"17","ALIGN_RAMP","26064","-1","-5.4931640625","-3","-3000","-5000000","2720","141920","141920","0","2902","1336","566"
"18","ALIGN_RAMP","26066","1","5.4931640625","2","2000","5000000","2880","141921","141921","0","2902","1336","476"
"19","ALIGN_RAMP","26064","-1","-5.4931640625","-2","-2000","-4000000","3040","141922","141922","0","2902","1336","386"
"20","ALIGN_RAMP","26066","1","5.4931640625","2","2000","4000000","3200","141923","141923","0","2902","1336","296"
"21","ALIGN_RAMP","26066","1","5.4931640625","0","0","-2000000","3360","141924","141924","0","2902","1336","206"
"22","ALIGN_RAMP","26065","0","0","-1","-1000","-1000000","3520","141925","141925","0","2902","1336","116"
