"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","46021","-1","-5.4931640625","-1","-1000","-1000000","0","104064","104064","0","2897","1336","1206"
"1","ALIGN_RAMP","46023","1","5.4931640625","2","2000","3000000","160","104065","104065","0","2902","1336","461"
"2","ALIGN_RAMP","46023","1","5.4931640625","0","0","-2000000","320","104066","104066","0","2902","1336","371"
"3","ALIGN_RAMP","46024","2","10.986328125","1","1000","1000000","480","104067","104067","0","2902","1336","281"
"4","ALIGN_RAMP","46024","2","10.986328125","0","0","-1000000","640","104068","104068","0","2902","1336","191"
"5","ALIGN_RAMP","46023","1","5.4931640625","-1","-1000","-1000000","800","104069","104069","0","2902","1336","101"
"6","ALIGN_RAMP","46023","1","5.4931640625","0","0","1000000","960","104070","104070","0","2902","1336","11"
"7","ALIGN_RAMP","46027","5","27.4658203125","4","4000","4000000","1120","104071","104071","0","2902","1336","2076"
"8","ALIGN_RAMP","46021","-1","-5.4931640625","-6","-6000","-10000000","1280","104072","104072","0","2902","1336","1986"
"9","ALIGN_RAMP","46022","0","0","1","1000","7000000","1440","104073","104073","0","2902","1336","1896"
"10","ALIGN_RAMP","46022","0","0","0","0","-1000000","1600","104074","104074","0","2902","1336","1806"
"11","ALIGN_RAMP","46022","0","0","0","0","0","1760","104075","104075","0","2902","1336","1716"
"12","ALIGN_RAMP","46021","-1","-5.4931640625","-1","-1000","-1000000","1920","104076","104076","0","2902","1336","1626"
"13","ALIGN_RAMP","46023","1","5.4931640625","2","2000","3000000","2080","104077","104077","0","2902","1336","1536"
"14","ALIGN_RAMP","46025","3","16.4794921875","2","2000","0","2240","104078","104078","0","2902","1336","1446"
"15","ALIGN_RAMP","46024","2","10.986328125","-1","-1000","-3000000","2400","104079","104079","0","2902","1336","1356"
"16","ALIGN_RAMP","46025","3","16.4794921875","1","1000","2000000","2560","104080","104080","0","2902","1336","1266"
"17","ALIGN_RAMP","46022","0","0","-3","-3000","-4000000","2720","104081","104081","0","2902","1336","1176"
"18","ALIGN_RAMP","46022","0","0","0","0","3000000","2880","104082","104082","0","2902","1336","1086"
"19","ALIGN_RAMP","46024","2","10.986328125","2","2000","2000000","3040","104083","104083","0","2902","1336","996"
"20","ALIGN_RAMP","46023","1","5.4931640625","-1","-1000","-3000000","3200","104084","104084","0","2902","1336","906"
"21","ALIGN_RAMP","46026","4","21.97265625","3","3000","4000000","3360","104085","104085","0","2902","1336","816"
"22","ALIGN_RAMP","46025","3","16.4794921875","-1","-1000","-4000000","3520","104086","104086","0","2902","1336","726"
"23","ALIGN_RAMP","46025","3","16.4794921875","0","0","1000000","3680","104087","104087","0","2902","1336","636"
"24","ALIGN_RAMP","46022","0","0","-3","-3000","-3000000","3840","104088","104088","0","2902","1336","546"
"25","ALIGN_RAMP","46025","3","16.4794921875","3","3000","6000000","4000","104089","104089","0","2902","1336","456"
