"Seq","Phase","EncoderRaw","TravelRaw","TravelMilliDeg","DeltaRaw","VelocityRawPerSecond","AccelerationRawPerSecond2","PowerPpm","ScheduledTick","SampleTick","LatenessTicks","LoopCycles","SpiLatencyCycles","PwmCounterAtCs"
"0","ALIGN_RAMP","9797","3","16.4794921875","3","3000","3000000","0","184146","184146","0","2897","1336","146"
"1","ALIGN_RAMP","9793","-1","-5.4931640625","-4","-4000","-7000000","160","184147","184147","0","2902","1336","1556"
"2","ALIGN_RAMP","9794","0","0","1","1000","5000000","320","184148","184148","0","2902","1336","1466"
"3","ALIGN_RAMP","9796","2","10.986328125","2","2000","1000000","480","184149","184149","0","2902","1336","1376"
"4","ALIGN_RAMP","9794","0","0","-2","-2000","-4000000","640","184150","184150","0","2902","1336","1286"
"5","ALIGN_RAMP","9791","-3","-16.4794921875","-3","-3000","-1000000","800","184151","184151","0","2902","1336","1196"
"6","ALIGN_RAMP","9794","0","0","3","3000","6000000","960","184152","184152","0","2902","1336","1106"
"7","ALIGN_RAMP","9795","1","5.4931640625","1","1000","-2000000","1120","184153","184153","0","2902","1336","1016"
"8","ALIGN_RAMP","9794","0","0","-1","-1000","-2000000","1280","184154","184154","0","2902","1336","926"
"9","ALIGN_RAMP","9796","2","10.986328125","2","2000","3000000","1440","184155","184155","0","2902","1336","836"
"10","ALIGN_RAMP","9791","-3","-16.4794921875","-5","-5000","-7000000","1600","184156","184156","0","2902","1336","746"
"11","ALIGN_RAMP","9794","0","0","3","3000","8000000","1760","184157","184157","0","2902","1336","656"
"12","ALIGN_RAMP","9794","0","0","0","0","-3000000","1920","184158","184158","0","2902","1336","566"
"13","ALIGN_RAMP","9794","0","0","0","0","0","2080","184159","184159","0","2902","1336","476"
"14","ALIGN_RAMP","9791","-3","-16.4794921875","-3","-3000","-3000000","2240","184160","184160","0","2902","1336","386"
"15","ALIGN_RAMP","9793","-1","-5.4931640625","2","2000","5000000","2400","184161","184161","0","2902","1336","296"
"16","ALIGN_RAMP","9794","0","0","1","1000","-1000000","2560","184162","184162","0","2902","1336","206"
"17","ALIGN_RAMP","9793","-1","-5.4931640625","-1","-1000","-2000000","2720","184163","184163","0","2902","1336","116"
"18","ALIGN_RAMP","9795","1","5.4931640625","2","2000","3000000","2880","184164","184164","0","2902","1336","26"
"19","ALIGN_RAMP","9793","-1","-5.4931640625","-2","-2000","-4000000","3040","184165","184165","0","2902","1336","2091"
"20","ALIGN_RAMP","9794","0","0","1","1000","3000000","3200","184166","184166","0","2902","1336","2001"
"21","ALIGN_RAMP","9796","2","10.986328125","2","2000","1000000","3360","184167","184167","0","2902","1336","1911"
"22","ALIGN_RAMP","9792","-2","-10.986328125","-4","-4000","-6000000","3520","184168","184168","0","2902","1336","1821"
"23","ALIGN_RAMP","9794","0","0","2","2000","6000000","3680","184169","184169","0","2902","1336","1731"
"24","ALIGN_RAMP","9791","-3","-16.4794921875","-3","-3000","-5000000","3840","184170","184170","0","2902","1336","1641"
"25","ALIGN_RAMP","9794","0","0","3","3000","6000000","4000","184171","184171","0","2902","1336","1551"
"26","ALIGN_RAMP","9794","0","0","0","0","-3000000","4160","184172","184172","0","2902","1336","1461"
"27","ALIGN_RAMP","9795","1","5.4931640625","1","1000","1000000","4320","184173","184173","0","2902","1336","1371"
"28","ALIGN_RAMP","9792","-2","-10.986328125","-3","-3000","-4000000","4480","184174","184174","0","2902","1336","1281"
"29","ALIGN_RAMP","9793","-1","-5.4931640625","1","1000","4000000","4640","184175","184175","0","2902","1336","1191"
"30","ALIGN_RAMP","9796","2","10.986328125","3","3000","2000000","4800","184176","184176","0","2902","1336","1101"
"31","ALIGN_RAMP","9792","-2","-10.986328125","-4","-4000","-7000000","4960","184177","184177","0","2902","1336","1011"
"32","ALIGN_RAMP","9796","2","10.986328125","4","4000","8000000","5120","184178","184178","0","2902","1336","921"
"33","ALIGN_RAMP","9794","0","0","-2","-2000","-6000000","5280","184179","184179","0","2902","1336","831"
"34","ALIGN_RAMP","9792","-2","-10.986328125","-2","-2000","0","5440","184180","184180","0","2902","1336","741"
"35","ALIGN_RAMP","9794","0","0","2","2000","4000000","5600","184181","184181","0","2902","1336","651"
"36","ALIGN_RAMP","9795","1","5.4931640625","1","1000","-1000000","5760","184182","184182","0","2902","1336","561"
"37","ALIGN_RAMP","9792","-2","-10.986328125","-3","-3000","-4000000","5920","184183","184183","0","2902","1336","471"
"38","ALIGN_RAMP","9793","-1","-5.4931640625","1","1000","4000000","6080","184184","184184","0","2902","1336","381"
"39","ALIGN_RAMP","9792","-2","-10.986328125","-1","-1000","-2000000","6240","184185","184185","0","2902","1336","291"
"40","ALIGN_RAMP","9799","5","27.4658203125","7","7000","8000000","6400","184186","184186","0","2902","1336","201"
"41","ALIGN_RAMP","9790","-4","-21.97265625","-9","-9000","-16000000","6560","184187","184187","0","2902","1336","111"
"42","ALIGN_RAMP","9796","2","10.986328125","6","6000","15000000","6720","184188","184188","0","2902","1336","21"
"43","ALIGN_RAMP","9796","2","10.986328125","0","0","-6000000","6880","184189","184189","0","2902","1336","2086"
"44","ALIGN_RAMP","9792","-2","-10.986328125","-4","-4000","-4000000","7040","184190","184190","0","2902","1336","1996"
"45","ALIGN_RAMP","9793","-1","-5.4931640625","1","1000","5000000","7200","184191","184191","0","2902","1336","1906"
"46","ALIGN_RAMP","9793","-1","-5.4931640625","0","0","-1000000","7360","184192","184192","0","2902","1336","1816"
