Group,XMetric,YMetric,n,slope,intercept,pearson_r,r2,residual_sd,slope_se,slope_ci95_low,slope_ci95_high
ALL,ShadowP2P_Deg,NL_RobustP2P_Deg,6,0.6203257775022378,1.1033035554731758,0.8505930151841519,0.7235084774800629,0.011919133741566695,0.19173832573721863,0.0880601852557189,1.1525913697487566
ALL,RMS_AC_Deg,NL_RobustP2P_Deg,6,9.185401912718318,-3.7705650457455184,0.788926641668225,0.6224052459338991,0.013928898026299706,3.577210707099967,-0.74493501019119,19.115738835627823
ALL,A36_Deg,NL_RobustP2P_Deg,6,-14.195908555148598,14.733821911992035,-0.9151246564719707,0.8374531368829337,0.009138882199580419,3.1271033657936305,-22.876747498591715,-5.515069611705481
ALL,ClosureErrorDeg,NL_RobustP2P_Deg,6,-0.3296544017965847,3.14171531140117,-0.32611561755139284,0.10635139601092702,0.02142827313955517,0.4777939834069742,-1.6560104997343448,0.9967016961411755
ALL,AnalysisStartRawCentered,NL_RobustP2P_Deg,6,-0.0003455817521607953,3.1057813333333333,-0.43515912879991353,0.18936346737789544,0.020408771765641688,0.0003575080242642161,-0.001338024027518259,0.0006468605231966686
Remount04,ShadowP2P_Deg,NL_RobustP2P_Deg,3,0.5886379611816608,1.198225512389121,0.8142546142505238,0.6630105768282742,0.011222336502989413,0.41965864403912245,-4.743544769979429,5.92082069234275
Remount04,RMS_AC_Deg,NL_RobustP2P_Deg,3,-34.79811747846047,29.110479455678163,-0.9208719164102164,0.8480050864330833,0.00753684665508147,14.732316782364274,-221.9869345151809,152.39069955826
Remount04,A36_Deg,NL_RobustP2P_Deg,3,-10.913279112166414,12.04000831884708,-0.8579506784047685,0.7360793665751877,0.009931430877211347,6.534759564570077,-93.94393413959381,72.117375915261
Remount04,ClosureErrorDeg,NL_RobustP2P_Deg,3,0.29606216814360176,3.064712978087536,0.5296669184342807,0.28054704448366086,0.01639745139800015,0.47411234846382433,-5.72800933143775,6.320133667724953
Remount04,AnalysisStartRawCentered,NL_RobustP2P_Deg,3,-0.0037042432432432245,3.1832063018018033,-0.9516550971400706,0.9056474239126774,0.005938161882311733,0.0011956299912463885,-0.018895917912019836,0.011487431425533386
Remount04Low,ShadowP2P_Deg,NL_RobustP2P_Deg,3,0.6032672033610987,1.165714789229522,0.9513002395277433,0.9049721457255421,0.010938825652396733,0.1954868600490737,-1.8805888404224316,3.0871232471446293
Remount04Low,RMS_AC_Deg,NL_RobustP2P_Deg,3,11.817531120794355,-5.745321501998474,0.9408241430098069,0.8851500680701534,0.012025706769931123,4.256804178130385,-42.26942276653031,65.90448500811902
Remount04Low,A36_Deg,NL_RobustP2P_Deg,3,-14.226168874597851,14.762543013358933,-0.9523176918977702,0.9069089863014915,0.010826775179850619,4.557849565276126,-72.13820545099631,43.6858677018006
Remount04Low,ClosureErrorDeg,NL_RobustP2P_Deg,3,-1.1793999461972038,3.2411140808756924,-0.9423738312719697,0.8880684378662105,0.011871935306525127,0.418710805175063,-6.499539436751554,4.140739544357146
Remount04Low,AnalysisStartRawCentered,NL_RobustP2P_Deg,3,0.009384857142857195,3.331587190476186,0.9895698277512333,0.9792484439956044,0.005111761377544188,0.001366175694122425,-0.007973771226662336,0.026743485512376725
