leg,motor_id,jig_id,eligible_runs,analysis_points,nl_mean_deg,nl_sd_deg,top_mean_deg,top_sd_deg,bottom_mean_deg,bottom_sd_deg,closure_mean_deg,closure_sd_deg,closure_max_abs_deg,centered_pointwise_sd_mean_deg,centered_pointwise_sd_max_deg,centered_pointwise_sd_max_angle_deg
A1,p03,JIG1,3,360,2.590818,0.006619272165427165,1.6122726666666667,0.01092892205724494,-0.9785453333333333,0.008536332780142347,-0.012836666666666668,0.009287434163068577,0.02063,0.02225126538342456,0.10860981758446832,75.0
B,p03,JIG1,3,360,2.5827033333333334,0.02044733883255551,1.3352200000000003,0.0024836577864110728,-1.2474833333333333,0.02229978980468952,-0.009603333333333334,0.0284240572989384,0.04059,0.0223899302639145,0.1498914873371131,305.0
A2,p03,JIG1,3,360,2.6036246666666663,0.014154290138800166,1.647428,0.009023194334602531,-0.9561966666666666,0.007005706340786257,-0.03247,0.023215272989995185,0.04895,0.020805298788794672,0.13575419069578606,75.0
